task_id,category,tokenizer,language,token_count,char_count,pass1
task-a-0908,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0909,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0910,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0911,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0912,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0913,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0914,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0915,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0916,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0917,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0918,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0919,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0920,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0921,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0922,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0923,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0924,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0925,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0926,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0927,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0928,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0929,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0930,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0931,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0932,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0933,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0934,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0935,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0936,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0937,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0938,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0939,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0940,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0941,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0942,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0943,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0944,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0945,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0946,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0947,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0948,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0949,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0950,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0951,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0952,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0953,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0954,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0955,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0956,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0957,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0958,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0959,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0960,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0961,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0962,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0963,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0964,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0965,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0966,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0967,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0968,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0969,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0970,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0971,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0972,arithmetic,cl100k_base,toke,54,141,0.0
task-a-0973,arithmetic,cl100k_base,toke,59,158,1.0
task-a-0974,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0975,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0976,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0977,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0978,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0979,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0980,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0981,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0982,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0983,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0984,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0985,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0986,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0987,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0988,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0989,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0990,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0991,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0992,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0993,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0994,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0995,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0996,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0997,arithmetic,cl100k_base,toke,54,142,0.0
task-a-0998,arithmetic,cl100k_base,toke,59,159,1.0
task-a-0999,arithmetic,cl100k_base,toke,54,142,0.0
task-a-1000,arithmetic,cl100k_base,toke,59,159,1.0
